 Transaction_date, Quantity,Subtotal, Taxes, DiscountPrice,TotalAmount, Payment_Method, Products_ProductID, CustomerCart_CustomerID, Cashier_CashierID
2016-07-26,5,46.72,2.92,0,49.64,netbanking,OFF-AR-10001761,590,2
2016-07-26,5,32.4,2.03,0,34.43,netbanking,OFF-PA-10002262,590,2
2014-11-21,5,62.68,3.53,6.27,66.21,Debitcard,OFF-EN-10004483,257,3
2014-11-21,6,50.69,3.17,0,53.86,Debitcard,OFF-PA-10003270,257,3
2014-11-21,4,17.47,1.09,0,18.56,Debitcard,OFF-BI-10001634,257,3
2014-11-21,5,271.12,13.56,54.22,284.68,Debitcard,OFF-ST-10000675,257,3
2015-06-23,2,25.12,1.41,2.51,26.53,COD,FUR-FU-10000732,110,1
2015-06-23,1,5.18,0.32,0,5.51,COD,OFF-PA-10004355,110,1
2015-06-23,3,298.7,14.94,59.74,313.64,COD,OFF-EN-10000056,110,1
2016-07-06,5,30.48,1.91,0,32.39,EMI,FUR-FU-10000221,732,1
2016-07-06,2,87.92,4.95,8.79,92.87,EMI,OFF-EN-10003567,732,1
2016-07-06,5,902.94,39.5,270.88,942.44,EMI,FUR-BO-10001811,732,1
2016-07-06,4,44.67,2.51,4.47,47.18,EMI,OFF-ST-10002486,732,1
2015-09-08,2,113.37,5.67,22.67,119.04,netbanking,FUR-CH-10002372,358,3
2015-09-08,2,3.18,0.2,0,3.38,netbanking,OFF-BI-10003274,358,3
2017-08-12,5,244.55,13.76,24.46,258.31,Credit card,OFF-PA-10001878,431,2
2017-03-20,2,1332.5,70.79,199.87,1403.28,Credit card,OFF-SU-10002881,340,3
2017-10-01,1,32.78,1.84,3.28,34.62,Debitcard,FUR-FU-10001979,285,1
2017-10-01,2,183.98,9.2,36.8,193.18,Debitcard,OFF-ST-10001522,285,1
2017-10-01,2,108.77,5.44,21.75,114.21,Debitcard,TEC-AC-10003657,285,1
2017-10-01,4,230.33,11.52,46.07,241.84,Debitcard,OFF-BI-10001718,285,1
2017-10-01,3,43.06,2.42,4.31,45.48,Debitcard,OFF-PA-10003022,285,1
2017-10-01,2,104.9,5.24,20.98,110.14,Debitcard,OFF-AP-10000891,285,1
2015-08-11,1,3.3,0.21,0,3.51,Cash,OFF-BI-10004970,375,2
2017-12-01,9,26.21,1.64,0,27.85,EMI,OFF-AR-10003759,568,1
2017-12-01,2,335.92,14.7,100.78,350.62,EMI,OFF-EN-10003001,568,1
2017-12-01,2,602.94,32.03,90.44,634.97,EMI,FUR-BO-10000780,568,1
2017-12-01,2,12.96,0.81,0,13.77,EMI,OFF-PA-10001972,568,1
2017-05-12,3,329.29,14.41,98.79,343.7,Credit card,FUR-CH-10003535,138,2
2017-09-29,1,63.69,3.18,12.74,66.87,EMI,FUR-CH-10003774,68,2
2017-09-29,3,239.98,12,48,251.97,EMI,TEC-AC-10004571,68,2
2017-09-29,2,344.22,15.06,103.27,359.28,EMI,FUR-TA-10004442,68,2
2017-09-29,3,19.44,1.22,0,20.66,EMI,OFF-PA-10002787,68,2
2017-09-29,4,21.25,1.33,0,22.58,EMI,FUR-FU-10004586,68,2
2017-09-29,2,16.9,1.06,0,17.95,EMI,OFF-PA-10002606,68,2
2017-10-22,3,532.94,23.32,159.88,556.26,Debitcard,OFF-ST-10000129,380,1
2017-10-22,2,199.18,9.96,39.84,209.14,Debitcard,FUR-TA-10003748,380,1
2014-03-28,5,24.9,1.56,0,26.46,netbanking,OFF-PA-10004948,304,3
2016-11-08,7,24.42,1.53,0,25.94,EMI,OFF-FA-10001561,191,2
2016-11-08,2,69.31,3.9,6.93,73.21,EMI,OFF-AP-10002998,191,2
2016-11-08,12,32.69,2.04,0,34.73,EMI,OFF-BI-10003981,191,2
2016-11-08,3,186.05,9.3,37.21,195.35,EMI,OFF-PA-10001725,191,2
2016-11-08,2,6.97,0.44,0,7.41,EMI,OFF-BI-10002071,191,2
2016-11-08,3,23.9,1.49,0,25.4,EMI,OFF-PA-10000477,191,2
2016-11-08,3,629.1,33.42,94.37,662.52,EMI,OFF-PA-10004359,191,2
2015-09-11,5,48.81,3.05,0,51.86,netbanking,OFF-BI-10000962,403,2
2015-09-11,9,138.24,7.78,13.82,146.02,netbanking,OFF-SU-10003567,403,2
2015-09-11,3,13.41,0.84,0,14.25,netbanking,OFF-BI-10003708,403,2
2017-08-21,3,627.44,33.33,94.12,660.78,Cash,FUR-TA-10001095,50,3
2014-12-03,2,879.98,46.75,132,926.73,EMI,TEC-CO-10001571,301,2
2014-12-03,2,12.19,0.76,0,12.95,EMI,FUR-FU-10000221,301,2
2014-12-03,7,45.36,2.84,0,48.2,EMI,OFF-PA-10001972,301,2
2014-12-03,6,5198.4,276.17,779.76,5474.57,EMI,FUR-CH-10000015,301,2
2017-06-23,9,1727.86,75.59,518.36,1803.45,Credit card,FUR-BO-10004015,114,2
2017-06-23,6,62.21,3.5,6.22,65.71,Credit card,OFF-PA-10002036,114,2
2017-12-09,4,631.18,27.61,189.35,658.79,Cash,OFF-BI-10003650,544,3
2014-11-26,2,25.92,1.46,2.59,27.38,Cash,OFF-PA-10003309,745,1
2016-04-16,2,12.96,0.81,0,13.77,Cash,OFF-PA-10002787,525,1
2016-04-16,5,43.5,2.72,0,46.22,Cash,OFF-BI-10000174,525,1
2014-07-04,5,64.8,3.65,6.48,68.45,Debitcard,OFF-PA-10002005,100,3
2014-07-04,6,42.62,2.66,0,45.29,Debitcard,OFF-FA-10002815,100,3
2014-12-29,7,347.31,19.54,34.73,366.85,COD,TEC-PH-10000213,409,3
2014-12-29,2,361.96,15.84,108.59,377.8,COD,OFF-AP-10000828,409,3
2014-12-29,3,125.7,7.07,12.57,132.77,COD,TEC-AC-10004708,409,3
2014-12-29,3,741.56,39.4,111.23,780.96,COD,TEC-PH-10001530,409,3
2014-12-29,1,16.27,0.92,1.63,17.19,COD,OFF-ST-10002301,409,3
2014-12-29,1,23.99,1.35,2.4,25.34,COD,FUR-FU-10002554,409,3
2017-05-29,3,299.75,14.99,59.95,314.74,Debitcard,FUR-TA-10001520,746,3
2016-11-14,2,44.76,2.52,4.48,47.28,Debitcard,FUR-FU-10001085,367,1
2016-11-14,2,32.78,1.84,3.28,34.63,Debitcard,OFF-BI-10001597,367,1
2016-10-03,6,109.58,6.16,10.96,115.75,netbanking,OFF-BI-10002429,432,2
2016-09-08,1,10.78,0.61,1.08,11.39,COD,OFF-ST-10001590,697,1
2016-11-01,1,290.98,15.46,43.65,306.44,netbanking,FUR-CH-10000847,573,1
2017-10-26,4,58.3,3.28,5.83,61.58,Credit card,OFF-AR-10003179,29,1
2016-09-20,5,51.36,2.89,5.14,54.25,COD,OFF-PA-10000807,263,1
2016-09-20,7,36.5,2.28,0,38.78,COD,OFF-BI-10002103,263,1
2016-10-01,4,33.12,2.07,0,35.19,COD,OFF-AR-10004441,494,3
2017-06-14,8,3368.8,178.97,505.32,3547.77,Cash,OFF-ST-10003805,541,3
2014-02-26,3,186.93,9.35,37.39,196.28,EMI,TEC-AC-10001284,19,1
2014-02-26,4,24.38,1.52,0,25.91,EMI,FUR-FU-10000221,19,1
2017-02-25,3,23.58,1.47,0,25.05,COD,OFF-FA-10001229,163,1
2014-11-06,7,27.89,1.74,0,29.63,COD,OFF-LA-10001569,743,3
2014-11-06,6,89.34,5.03,8.93,94.37,COD,FUR-FU-10004018,743,3
2017-07-23,2,539.96,28.69,80.99,568.65,COD,TEC-PH-10004536,337,1
2017-07-23,5,199.8,11.24,19.98,211.04,COD,OFF-PA-10004353,337,1
2017-07-23,4,78.16,4.4,7.82,82.56,COD,FUR-FU-10004848,337,1
2017-09-10,4,146.04,8.21,14.6,154.25,Credit card,TEC-AC-10004864,277,1
2016-11-18,2,4.59,0.29,0,4.88,EMI,OFF-BI-10002393,111,2
2016-11-17,2,816.01,43.35,122.4,859.36,EMI,FUR-CH-10002335,94,1
2016-11-17,3,32.35,1.82,3.24,34.17,EMI,OFF-ST-10001590,94,1
2014-10-10,3,122.35,6.88,12.24,129.23,Debitcard,FUR-CH-10002774,185,1
2014-10-10,2,15.28,0.96,0,16.24,Debitcard,OFF-EN-10001219,185,1
2015-03-26,2,19.14,1.2,0,20.33,Debitcard,OFF-PA-10001947,306,1
2017-07-12,3,47.52,2.67,4.75,50.19,EMI,FUR-FU-10003142,666,3
2017-07-12,3,64.78,3.64,6.48,68.43,EMI,OFF-BI-10001543,666,3
2017-07-12,3,29.18,1.82,0,31.01,EMI,OFF-AR-10003560,666,3
2017-07-12,4,10.5,0.66,0,11.15,EMI,OFF-AR-10004757,666,3
2015-03-02,2,105.98,5.3,21.2,111.28,Cash,TEC-PH-10003800,21,2
2015-03-02,7,493.92,24.7,98.78,518.62,Cash,FUR-TA-10004152,21,2
2017-06-21,7,11.87,0.74,0,12.61,Cash,OFF-BI-10000756,150,1
2017-03-31,2,651.72,34.62,97.76,686.34,EMI,OFF-EN-10004206,747,2
2015-07-17,9,438.41,24.66,43.84,463.07,Debitcard,FUR-CH-10004477,211,1
2015-07-17,2,148.48,7.42,29.7,155.9,Debitcard,TEC-PH-10003505,211,1
2015-07-17,7,403.16,20.16,80.63,423.32,Debitcard,TEC-PH-10000526,211,1
2015-07-17,2,3.86,0.24,0,4.1,Debitcard,OFF-BI-10003314,211,1
2015-07-17,3,8.64,0.54,0,9.18,Debitcard,OFF-AR-10003190,211,1
2015-07-17,1,7.76,0.49,0,8.25,Debitcard,FUR-FU-10001861,211,1
2015-07-17,4,1977.5,105.05,296.63,2082.56,Debitcard,TEC-PH-10003963,211,1
2017-05-02,2,11.52,0.72,0,12.24,Debitcard,OFF-LA-10003388,393,1
2014-07-17,3,307.31,13.44,92.19,320.76,COD,FUR-TA-10002855,137,1
2015-01-02,3,690.84,36.7,103.63,727.54,EMI,FUR-CH-10004886,224,1
2015-01-02,3,12.84,0.8,0,13.64,EMI,OFF-PA-10003657,224,1
2016-03-01,3,17.05,1.07,0,18.11,COD,OFF-BI-10004738,519,2
2015-03-26,4,31.56,1.97,0,33.53,COD,OFF-FA-10003112,496,1
2015-03-26,4,44.67,2.51,4.47,47.18,COD,OFF-ST-10002486,496,1
2017-10-28,1,8.56,0.53,0,9.09,Debitcard,OFF-BI-10003984,445,1
2015-01-05,2,99.14,5.58,9.91,104.71,netbanking,OFF-EN-10004773,699,2
2014-05-08,3,182.67,9.13,36.53,191.8,EMI,FUR-CH-10001146,13,3
2015-12-09,3,542.88,23.75,162.86,566.63,Credit card,OFF-EN-10003296,448,3
2015-12-09,3,331.06,14.48,99.32,345.54,Credit card,TEC-PH-10000193,448,3
2015-12-09,5,43.68,2.73,0,46.41,Credit card,FUR-FU-10002111,448,3
2017-09-30,4,419.14,18.34,125.74,437.47,netbanking,FUR-CH-10003298,320,3
2014-12-14,6,93.06,5.23,9.31,98.29,Cash,OFF-ST-10004950,679,3
2017-12-10,3,90.43,5.09,9.04,95.52,COD,OFF-AP-10002350,431,2
2017-12-10,6,134.32,7.56,13.43,141.87,COD,OFF-BI-10004233,431,2
2017-12-10,4,30.56,1.91,0,32.47,COD,OFF-PA-10001892,431,2
2015-11-13,6,31.43,1.96,0,33.39,netbanking,OFF-BI-10003291,552,2
2014-04-21,3,228.42,11.42,45.68,239.84,netbanking,FUR-FU-10004017,377,1
2015-05-27,3,33.98,1.91,3.4,35.9,COD,OFF-AR-10002445,135,1
2015-05-27,2,115.16,5.76,23.03,120.92,COD,OFF-BI-10001718,135,1
2017-07-21,2,959.97,51,144,1010.97,Debitcard,TEC-CO-10004202,438,3
2016-12-18,7,1052.69,46.06,315.81,1098.74,Cash,TEC-PH-10002103,378,1
2016-12-18,4,26.78,1.67,0,28.46,Cash,FUR-FU-10003724,378,1
2016-12-18,5,13.9,0.87,0,14.77,Cash,OFF-AR-10003732,378,1
2016-12-18,2,53.72,3.02,5.37,56.74,Cash,OFF-ST-10000885,378,1
2014-04-16,1,9.58,0.6,0,10.18,netbanking,OFF-BI-10004817,340,3
2015-06-15,3,45.24,2.54,4.52,47.78,Debitcard,OFF-BI-10001670,327,2
2014-08-02,11,263.12,14.8,26.31,277.92,netbanking,OFF-PA-10002709,443,1
2015-08-06,6,383.52,19.18,76.7,402.7,EMI,TEC-AC-10004469,154,3
2016-09-22,3,76.9,4.33,7.69,81.22,EMI,FUR-FU-10003424,400,2
2016-06-12,8,29.52,1.85,0,31.37,COD,OFF-LA-10003720,678,3
2016-08-28,2,6.61,0.41,0,7.02,Debitcard,OFF-AR-10000390,748,1
2017-11-04,7,153.16,8.62,15.32,161.78,Cash,OFF-EN-10001335,645,3
2017-11-04,5,14.08,0.88,0,14.96,Cash,OFF-AR-10003469,645,3
2017-11-04,6,3542.11,188.17,531.32,3730.29,Cash,OFF-BI-10003718,645,3
2017-11-04,3,13.39,0.84,0,14.23,Cash,OFF-FA-10004838,645,3
2017-11-04,3,60.05,3.38,6,63.43,Cash,FUR-FU-10002508,645,3
2017-11-04,7,905.1,39.6,271.53,944.7,Cash,OFF-ST-10001511,645,3
2016-12-31,2,35.52,2,3.55,37.52,Cash,OFF-SU-10000952,306,1
2016-12-31,2,604.77,32.13,90.72,636.9,Cash,TEC-PH-10002275,306,1
2016-12-31,3,329.29,14.41,98.79,343.7,Cash,FUR-CH-10003535,306,1
2016-12-31,2,6.32,0.4,0,6.72,Cash,OFF-AP-10004052,306,1
2016-12-31,3,902.71,47.96,135.41,950.67,Cash,FUR-TA-10003473,306,1
2016-12-31,3,129.53,7.29,12.95,136.81,Cash,OFF-AR-10001897,306,1
2016-12-10,8,27.14,1.7,0,28.83,Cash,OFF-AR-10000034,680,1
2017-09-01,3,21.81,1.36,0,23.17,Cash,OFF-SU-10004115,378,1
2017-09-01,5,91.6,5.15,9.16,96.75,Cash,OFF-AP-10001947,378,1
2015-07-20,1,120.78,5.28,36.24,126.07,Cash,FUR-CH-10004853,451,3
2015-07-20,9,137.25,7.72,13.73,144.97,Cash,OFF-EN-10000483,451,3
2015-07-20,4,9.22,0.58,0,9.79,Cash,OFF-FA-10001332,451,3
2015-05-29,1,18.27,1.03,1.83,19.3,netbanking,OFF-PA-10003790,409,3
2015-05-29,4,307.46,15.37,61.49,322.83,netbanking,OFF-PA-10003134,409,3
2015-05-29,2,24.45,1.38,2.44,25.82,netbanking,OFF-EN-10004459,409,3
2015-05-29,7,209.93,11.81,20.99,221.74,netbanking,TEC-AC-10003628,409,3
2015-06-02,1,45.99,2.59,4.6,48.58,COD,TEC-PH-10004093,475,2
2015-06-02,3,428.33,18.74,128.5,447.07,COD,OFF-ST-10001490,475,2
2015-06-02,2,6.1,0.38,0,6.48,COD,OFF-BI-10000605,475,2
2015-06-02,7,45.36,2.84,0,48.2,COD,OFF-PA-10004255,475,2
2017-11-14,8,37.7,2.36,0,40.05,netbanking,FUR-FU-10000023,33,3
2016-01-26,4,12.54,0.78,0,13.33,COD,OFF-BI-10000285,429,1
2017-01-06,3,119.04,6.7,11.9,125.74,Credit card,OFF-AR-10000588,213,1
2017-01-06,5,46.96,2.94,0,49.9,Credit card,OFF-PA-10002250,213,1
2016-09-10,3,188.37,9.42,37.67,197.79,Debitcard,OFF-AP-10002457,690,2
2016-09-10,9,71.1,4.44,0,75.54,Debitcard,OFF-FA-10002763,690,2
2015-09-07,3,268.75,13.44,53.75,282.19,EMI,TEC-AC-10000109,104,1
2015-09-26,2,943.84,50.14,141.58,993.98,netbanking,TEC-PH-10002415,275,1
2015-09-26,3,434.35,19,130.31,453.35,netbanking,FUR-CH-10000785,275,1
2017-12-25,6,5759.9,305.99,863.99,6065.9,COD,TEC-CO-10001449,85,2
2017-12-25,3,45.24,2.54,4.52,47.78,COD,OFF-BI-10001670,85,2
2015-10-08,5,77.55,4.36,7.76,81.91,Debitcard,OFF-ST-10001328,246,3
2017-09-14,3,8.83,0.55,0,9.38,Debitcard,OFF-SU-10001225,3,3
2017-09-14,4,131.17,7.38,13.12,138.55,Debitcard,OFF-PA-10000357,3,3
2017-09-14,2,516.96,27.46,77.54,544.42,Debitcard,OFF-ST-10000046,3,3
2017-09-14,3,14.14,0.88,0,15.02,Debitcard,FUR-FU-10000023,3,3
2016-11-18,5,124.08,6.98,12.41,131.06,Cash,OFF-ST-10003455,317,2
2016-11-18,2,19.9,1.24,0,21.15,Cash,OFF-ST-10000876,317,2
2016-11-18,5,225.2,12.67,22.52,237.87,Cash,OFF-AR-10003582,317,2
2016-11-18,3,87.91,4.95,8.79,92.86,Cash,OFF-ST-10004258,317,2
2015-10-15,2,34.28,1.93,3.43,36.21,Cash,FUR-FU-10000719,316,3
2017-08-08,5,103.5,5.82,10.35,109.32,netbanking,OFF-LA-10001297,233,1
2017-08-08,3,198.34,9.92,39.67,208.25,netbanking,FUR-FU-10000723,233,1
2015-08-26,6,3518.39,186.91,527.76,3705.3,Cash,FUR-BO-10003893,104,1
2015-08-26,1,64.78,3.24,12.96,68.02,Cash,OFF-ST-10000736,104,1
2017-03-17,3,194.35,9.72,38.87,204.07,COD,OFF-ST-10000736,511,3
2017-04-29,4,297.41,14.87,59.48,312.28,EMI,OFF-AR-10003373,276,2
2017-04-29,3,9.91,0.62,0,10.53,EMI,OFF-AR-10000390,276,2
2017-04-29,2,47.3,2.66,4.73,49.96,EMI,OFF-AR-10001725,276,2
2016-09-16,8,2559.87,135.99,383.98,2695.87,Cash,TEC-CO-10001943,536,1
2016-09-16,1,8.87,0.55,0,9.43,Cash,OFF-EN-10002312,536,1
2017-10-24,4,9.5,0.59,0,10.1,COD,OFF-BI-10000831,457,3
2017-10-24,4,2316.54,123.07,347.48,2439.61,COD,FUR-CH-10000749,457,3
2015-08-06,2,7.96,0.5,0,8.46,EMI,OFF-BI-10002003,477,3
2015-08-06,2,837.6,44.5,125.64,882.1,EMI,TEC-MA-10001972,477,3
2016-08-16,2,113.37,5.67,22.67,119.04,Credit card,FUR-CH-10000225,605,1
2014-06-05,3,13.62,0.85,0,14.47,EMI,OFF-PA-10001622,226,2
2016-05-01,3,1303.94,69.27,195.59,1373.21,Cash,FUR-CH-10004983,749,1
2017-05-19,9,1320.57,57.77,396.17,1378.34,Debitcard,OFF-PA-10003228,11,1
2017-05-19,5,51.52,2.9,5.15,54.42,Debitcard,OFF-SU-10004498,11,1
2017-04-12,5,244.55,13.76,24.46,258.31,COD,OFF-PA-10001878,572,3
2017-04-12,4,195.76,11.01,19.58,206.77,COD,OFF-PA-10002923,572,3
2017-02-23,2,11.76,0.74,0,12.5,COD,OFF-PA-10001838,690,2
2017-02-23,5,133.16,7.49,13.32,140.65,COD,OFF-ST-10003123,690,2
2017-06-26,1,2.3,0.14,0,2.45,Debitcard,OFF-FA-10001332,410,2
2014-05-10,2,90.5,5.09,9.05,95.59,Credit card,OFF-ST-10003442,543,2
2015-05-07,2,119.81,5.99,23.96,125.8,COD,OFF-AR-10001468,648,1
2015-05-07,2,47.39,2.67,4.74,50.06,COD,OFF-AP-10003266,648,1
2015-05-07,2,15.94,1,0,16.93,COD,OFF-PA-10002230,648,1
2015-05-07,7,18.2,1.14,0,19.34,COD,OFF-AP-10003622,648,1
2015-05-07,3,68.88,3.87,6.89,72.75,COD,TEC-AC-10001542,648,1
2015-05-07,6,1688.23,89.69,253.23,1777.92,COD,FUR-CH-10002965,648,1
2015-05-07,3,153.5,7.68,30.7,161.18,COD,OFF-ST-10000563,648,1
2016-09-22,1,3,0.19,0,3.19,netbanking,OFF-LA-10002787,139,2
2016-09-26,9,5,0.31,0,5.32,Cash,OFF-BI-10004022,550,2
2016-09-26,2,33.12,1.86,3.31,34.98,Cash,OFF-LA-10001158,550,2
2016-01-17,4,79.92,4.5,7.99,84.42,EMI,FUR-FU-10000076,11,1
2016-01-17,2,139.96,7,27.99,146.96,EMI,TEC-AC-10002335,11,1
2017-05-11,10,33.18,2.07,0,35.25,netbanking,OFF-BI-10002827,588,2
2017-05-11,7,623.46,31.17,124.69,654.64,netbanking,FUR-BO-10001601,588,2
2017-05-11,5,1931.7,102.62,289.76,2034.32,netbanking,OFF-ST-10001932,588,2
2016-08-06,4,251.68,12.58,50.34,264.26,Credit card,OFF-AP-10001005,108,2
2016-08-06,4,635.96,27.82,190.79,663.78,Credit card,TEC-PH-10004042,108,2
2016-08-06,1,118.99,5.21,35.7,124.2,Credit card,TEC-PH-10001079,108,2
2016-08-06,3,545.88,23.88,163.76,569.76,Credit card,FUR-FU-10002918,108,2
2017-03-29,2,30.02,1.69,3,31.7,Debitcard,FUR-FU-10003832,9,3
2014-03-19,4,8.27,0.52,0,8.79,Debitcard,OFF-BI-10001617,640,2
2014-03-19,1,64.78,3.24,12.96,68.02,Debitcard,OFF-ST-10000736,640,2
2014-03-19,12,82.8,5.18,0,87.98,Debitcard,TEC-AC-10004877,640,2
2014-03-19,2,21.36,1.2,2.14,22.56,Debitcard,OFF-ST-10003221,640,2
2014-03-19,2,116.34,5.82,23.27,122.16,Debitcard,OFF-BI-10003007,640,2
2016-07-18,9,23.69,1.48,0,25.17,Debitcard,OFF-FA-10000936,682,2
2016-12-01,9,863.93,43.2,172.79,907.12,EMI,TEC-PH-10003811,161,1
2016-09-03,4,282.24,14.11,56.45,296.35,Credit card,FUR-TA-10004152,335,3
2016-09-03,4,327.76,16.39,65.55,344.15,Credit card,FUR-BO-10002853,335,3
2016-09-03,2,6.97,0.44,0,7.41,Credit card,OFF-BI-10002071,335,3
2016-09-03,7,39.69,2.48,0,42.17,Credit card,OFF-FA-10000053,335,3
2016-06-30,9,881.82,44.09,176.36,925.91,EMI,TEC-PH-10001305,333,2
2017-04-03,5,7.62,0.48,0,8.1,EMI,OFF-BI-10001525,670,2
2014-12-22,2,103.94,5.2,20.79,109.13,Debitcard,FUR-FU-10001876,565,3
2014-12-22,3,89.97,5.06,9,95.03,Debitcard,TEC-AC-10003628,565,3
2014-12-22,3,212.06,10.6,42.41,222.66,Debitcard,FUR-CH-10004860,565,3
2014-12-22,5,163.96,9.22,16.4,173.18,Debitcard,OFF-PA-10000357,565,3
2014-12-22,2,16.9,1.06,0,17.95,Debitcard,OFF-PA-10003270,565,3
2015-12-17,4,5.9,0.37,0,6.27,netbanking,OFF-BI-10000320,253,3
2015-12-17,3,484.7,21.21,145.41,505.91,netbanking,FUR-CH-10003846,253,3
2015-12-17,2,227.78,9.97,68.33,237.74,netbanking,FUR-CH-10004875,253,3
2015-12-17,9,546.66,27.33,109.33,573.99,netbanking,FUR-CH-10003817,253,3
2015-12-17,3,169.7,8.49,33.94,178.19,netbanking,FUR-FU-10002116,253,3
2017-05-17,2,10.5,0.66,0,11.15,COD,OFF-AR-10003481,452,3
2017-05-17,2,74.42,4.19,7.44,78.6,COD,OFF-ST-10004180,452,3
2017-05-17,2,8.56,0.54,0,9.1,COD,OFF-PA-10003657,452,3
2017-05-17,1,8,0.5,0,8.5,COD,FUR-FU-10001967,452,3
2016-06-28,2,17.42,1.09,0,18.51,netbanking,OFF-AP-10002082,705,3
2016-05-18,7,130.34,7.33,13.03,137.67,Debitcard,OFF-SU-10000381,152,3
2016-05-18,2,23.39,1.32,2.34,24.71,Debitcard,OFF-LA-10002475,152,3
2016-05-18,4,173.24,9.74,17.32,182.98,Debitcard,FUR-FU-10003975,152,3
2017-06-30,5,335.97,16.8,67.19,352.77,netbanking,OFF-BI-10003091,577,1
2017-06-30,3,130.71,7.35,13.07,138.06,netbanking,OFF-ST-10002974,577,1
2017-06-30,2,23.36,1.31,2.34,24.67,netbanking,OFF-AR-10000255,577,1
2017-06-30,3,186.93,9.35,37.39,196.28,netbanking,TEC-AC-10001284,577,1
2014-03-31,1,0.85,0.05,0,0.91,Credit card,OFF-BI-10003529,124,3
2014-12-21,7,45.36,2.84,0,48.2,Debitcard,OFF-PA-10000029,720,2
2014-12-21,2,113.14,5.66,22.63,118.79,Debitcard,FUR-FU-10002116,720,2
2017-05-20,2,517.06,27.47,77.56,544.52,Cash,TEC-PH-10002200,456,1
2015-05-16,2,201.58,8.82,60.48,210.4,EMI,TEC-PH-10000441,399,1
2017-12-07,2,626.35,33.27,93.95,659.63,netbanking,FUR-TA-10002958,476,3
2015-12-17,3,8.22,0.51,0,8.73,Credit card,OFF-AR-10001662,76,3
2015-10-11,7,72.58,4.08,7.26,76.66,EMI,OFF-PA-10004101,250,2
2015-04-20,7,1894.34,100.64,284.15,1994.98,Cash,OFF-ST-10002756,369,3
2015-04-20,2,49.57,2.79,4.96,52.36,Cash,OFF-PA-10000483,369,3
2014-06-11,3,645.44,34.29,96.82,679.73,Credit card,FUR-TA-10002041,750,2
2017-09-07,1,7.58,0.47,0,8.05,EMI,OFF-AR-10001166,279,3
2016-05-22,3,29.46,1.84,0,31.3,netbanking,OFF-LA-10004345,224,1
2016-11-15,2,19.78,1.24,0,21.01,Credit card,OFF-BI-10002852,698,1
2016-11-15,3,1343.09,71.35,201.46,1414.44,Credit card,OFF-AP-10001058,698,1
2014-11-29,4,2683.01,142.53,402.45,2825.54,netbanking,OFF-ST-10003470,487,2
2014-11-29,3,469.12,20.52,140.74,489.64,netbanking,FUR-BO-10003159,487,2
2014-11-12,7,92.36,5.2,9.24,97.55,EMI,OFF-BI-10003684,24,2
2016-07-23,3,31.15,1.75,3.12,32.9,EMI,TEC-AC-10000487,604,3
2015-03-31,6,212.64,11.96,21.26,224.6,Debitcard,OFF-PA-10001736,580,3
2015-03-31,3,19.74,1.23,0,20.97,Debitcard,OFF-PA-10001609,580,3
2015-03-31,3,42.6,2.4,4.26,45,Debitcard,TEC-AC-10003116,580,3
2015-03-31,3,15.94,1,0,16.93,Debitcard,FUR-FU-10004586,580,3
2016-04-12,3,512.36,22.42,153.71,534.77,EMI,FUR-CH-10000454,115,1
2015-06-19,2,6.61,0.41,0,7.02,Credit card,OFF-BI-10004970,391,1
2015-06-19,2,17.9,1.12,0,19.02,Credit card,OFF-BI-10002824,391,1
2015-06-19,2,108.77,5.44,21.75,114.21,Credit card,TEC-AC-10003657,391,1
2015-02-24,2,48.85,2.75,4.88,51.6,EMI,OFF-LA-10003510,151,3
2015-02-24,1,35.54,2,3.55,37.54,EMI,FUR-TA-10001676,151,3
2017-11-16,2,19.92,1.25,0,21.17,Debitcard,OFF-LA-10004853,395,3
2017-11-16,3,14.74,0.92,0,15.66,Debitcard,OFF-AR-10000315,395,3
2017-11-16,3,55.86,3.14,5.59,59,Debitcard,OFF-SU-10000381,395,3
2017-03-05,2,15.8,0.99,0,16.79,Cash,OFF-FA-10002763,149,3
2017-03-05,4,530.78,23.22,159.24,554.01,Cash,OFF-ST-10000877,149,3
2017-03-05,2,102.37,5.12,20.47,107.49,Cash,OFF-BI-10001071,149,3
2017-03-05,3,5.61,0.35,0,5.96,Cash,OFF-BI-10001097,149,3
2016-03-03,3,40.56,2.28,4.06,42.84,Debitcard,OFF-SU-10004782,379,1
2016-03-03,3,105.84,5.95,10.58,111.79,Debitcard,FUR-FU-10000672,379,1
2016-12-25,5,53.44,3.01,5.34,56.45,Cash,OFF-PA-10002986,297,3
2016-10-09,3,1256.4,66.75,188.46,1323.15,Credit card,TEC-MA-10001972,394,2
2016-12-13,3,122.04,6.86,12.2,128.9,Cash,TEC-PH-10000169,13,3
2017-11-24,2,235.76,10.31,70.73,246.08,EMI,FUR-CH-10001482,302,3
2015-12-16,4,55.92,3.15,5.59,59.07,EMI,TEC-AC-10002018,103,3
2017-02-08,2,3.88,0.24,0,4.12,COD,OFF-BI-10000301,619,2
2017-02-08,3,288.24,14.41,57.65,302.65,COD,OFF-PA-10004381,619,2
2017-09-25,2,2.54,0.16,0,2.7,Cash,OFF-BI-10004141,13,3
2017-05-05,7,130.12,7.32,13.01,137.44,Debitcard,OFF-BI-10001575,680,1
2014-11-07,4,1567.92,83.3,235.19,1651.22,Credit card,TEC-PH-10000984,612,1
